,seller_state_,review_score_mean,ticket_medio,products_by_orders,dias_na_base,perc_atividade,inativo
2599,19,3.75,80.2,1.2,290,6.21,1
2600,21,4.136363636363637,145.14,1.16,63,23.81,0
2601,21,4.241379310344827,330.13,1.16,445,9.89,1
2602,21,3.1666666666666665,484.47,3.0,177,4.52,0
2603,14,4.5,191.74,1.17,107,11.21,0
2604,21,4.147982062780269,84.58,1.13,226,53.1,1
2605,21,4.8,3040.11,1.0,121,4.13,1
2606,14,3.875,308.32,1.11,566,5.83,0
2607,21,4.615384615384615,163.02,1.08,107,10.28,0
2608,21,4.4,144.66,1.1,408,15.44,0
2609,3,4.515151515151516,102.02,1.1,361,7.76,0
2610,21,4.235294117647059,73.86,1.06,206,6.8,0
2611,21,5.0,6929.31,1.0,1,100.0,1
2612,21,4.333333333333333,468.61,1.0,20,15.0,0
2613,21,3.375,102.01,1.14,76,9.21,0
2614,21,3.3333333333333335,92.68,1.0,9,33.33,1
2615,14,4.0,596.77,1.0,1,100.0,0
2616,19,5.0,257.95,1.0,93,6.45,0
2617,15,4.142857142857143,60.09,1.17,49,10.2,0
2618,14,4.48,153.31,1.0,552,4.53,0
2619,21,3.235294117647059,149.15,1.21,384,3.65,0
2620,12,4.585365853658536,143.74,1.21,537,5.96,0
2621,21,4.666666666666667,112.47,1.29,89,7.87,1
2622,21,3.0,53.23,1.0,37,5.41,1
2623,14,5.0,170.29,1.0,1,100.0,1
2624,21,4.0,115.67,1.0,16,12.5,0
2625,21,3.909090909090909,173.23,1.1,94,10.64,0
2626,21,4.75,249.21,1.0,71,5.63,0
2627,14,4.8,534.76,1.25,32,12.5,0
2628,21,4.5,242.17,1.0,123,1.63,0
2629,21,4.291666666666667,128.59,1.26,331,5.44,0
2630,21,5.0,57.47,1.0,1,100.0,0
2631,7,5.0,435.1,1.0,30,6.67,0
2632,21,4.0,177.95,1.0,53,5.66,0
2633,15,4.857142857142857,166.75,1.0,107,5.61,0
2634,19,5.0,57.23,1.0,1,100.0,1
2635,14,4.462264150943396,563.41,1.54,350,17.71,0
2636,14,2.2,439.98,1.67,239,1.26,1
2637,15,5.0,250.88,1.0,1,100.0,0
2638,21,3.830188679245283,65.81,1.24,328,42.07,1
2639,21,3.952,160.11,1.06,581,17.56,0
2640,21,3.0,52.88,1.0,4,50.0,1
2641,14,4.75,35.41,1.0,21,19.05,0
2642,21,4.5,468.86,1.0,70,2.86,0
2643,19,4.5,67.39,1.0,93,4.3,1
2644,21,5.0,141.42,1.0,1,100.0,1
2645,21,4.592592592592593,287.27,1.04,523,4.59,0
2646,19,4.2,764.29,1.25,234,1.71,1
2647,21,3.875,59.24,1.07,137,9.49,0
2648,18,4.7,115.0,1.43,56,12.5,1
2649,21,4.909090909090909,54.42,1.0,161,6.21,1
2650,21,3.945205479452055,138.32,1.26,339,15.63,0
2651,21,4.377777777777778,56.49,1.1,387,9.82,0
2652,21,4.0,247.34,1.43,50,12.0,0
2653,5,4.0,546.44,2.0,1,100.0,1
2654,21,3.0833333333333335,158.33,1.0,117,7.69,1
2655,21,5.0,28.29,1.0,1,100.0,1
2656,21,4.28,44.07,1.19,495,4.04,0
2657,21,4.285714285714286,594.08,1.0,172,4.07,0
2658,21,5.0,111.28,2.0,1,100.0,1
2659,19,5.0,144.47,1.0,1,100.0,1
2660,19,5.0,267.45,1.25,29,13.79,0
2661,7,5.0,34.1,1.0,1,100.0,1
2662,21,3.140625,679.9,2.29,342,7.89,0
2663,21,4.32,455.32,1.09,550,3.82,0
2664,21,4.5,109.08,1.18,204,7.35,1
2665,21,3.769230769230769,263.93,2.6,32,12.5,0
2666,19,3.823529411764706,325.17,1.06,359,4.18,1
2667,21,5.0,52.57,1.0,145,2.07,1
2668,21,3.625,42.06,1.0,88,9.09,1
2669,21,4.8,322.78,2.5,62,3.23,1
2670,21,4.391304347826087,76.29,1.21,241,7.47,0
2671,21,3.0,74.61,1.0,34,5.88,0
2672,15,4.6,981.03,1.05,227,19.82,0
2673,21,3.933333333333333,194.69,1.15,195,12.31,0
2674,14,4.777777777777778,56.42,1.12,54,12.96,1
2675,21,5.0,143.76,1.0,50,4.0,1
2676,21,3.88,157.11,1.04,220,10.0,0
2677,3,4.714285714285714,216.92,1.75,192,4.17,0
2678,14,3.9450549450549453,192.64,1.14,147,39.46,1
2679,21,4.32258064516129,230.42,1.03,137,20.44,0
2680,21,4.4,122.33,1.11,85,10.59,0
2681,21,3.3846153846153846,390.32,1.3,282,9.22,1
2682,19,5.0,158.97,1.0,1,100.0,0
2683,21,4.0,3009.53,1.0,1,100.0,1
2684,21,5.0,169.32,1.0,3,66.67,0
2685,21,4.466666666666667,243.52,1.36,259,8.49,0
2686,21,3.888888888888889,303.89,1.06,283,10.95,0
2687,15,3.75,293.04,1.0,38,10.53,0
2688,21,4.202937249666222,102.33,1.17,546,63.74,0
2689,14,5.0,222.1,1.0,1,100.0,1
2690,7,3.6538461538461537,208.42,1.24,422,4.98,1
2691,21,4.0,141.39,1.0,1,100.0,1
2692,14,4.049056603773585,314.85,1.27,528,27.65,0
2693,19,5.0,58.2,1.0,50,6.0,0
2694,21,4.454545454545454,548.2,1.1,210,4.76,0
2695,21,3.8717948717948723,75.62,1.21,580,18.79,0
2696,21,4.333333333333333,24.44,1.0,34,8.82,0
2697,21,4.277777777777778,31.0,1.0,50,34.0,0
2698,21,3.5,161.04,1.0,4,50.0,0
2699,19,4.0,119.12,1.0,18,16.67,1
2700,19,4.75,170.03,1.33,129,2.33,0
2701,21,3.8214285714285716,232.89,1.12,281,15.66,0
2702,21,3.1875,486.3,1.78,178,5.06,0
2703,21,3.5428571428571427,262.43,1.09,228,12.72,0
2704,21,4.333333333333333,133.58,1.0,108,8.33,1
2705,21,5.0,148.47,1.5,11,18.18,0
2706,21,3.986031224322103,53.76,1.08,375,85.87,0
2707,16,5.0,125.64,1.0,1,100.0,0
2708,7,4.3,117.72,1.11,302,2.98,0
2709,21,5.0,41.36,1.0,1,100.0,1
2710,21,5.0,28.0,1.0,33,9.09,0
2711,21,5.0,31.18,1.0,1,100.0,1
2712,21,4.636363636363637,1097.98,1.22,456,1.97,1
2713,1,5.0,53.15,1.0,1,100.0,1
2714,21,3.909090909090909,356.86,1.0,280,3.93,0
2715,21,3.888888888888889,45.17,1.42,178,9.55,0
2716,21,4.625,147.7,1.0,82,9.76,0
2717,12,5.0,346.27,1.0,1,100.0,1
2718,21,2.3333333333333335,517.06,1.5,26,7.69,0
2719,21,4.333333333333333,155.26,1.0,319,1.88,1
2720,14,5.0,325.33,1.0,1,100.0,1
2721,21,4.261363636363637,121.71,1.07,551,13.43,0
2722,21,3.0,66.89,1.0,1,100.0,1
2723,21,2.6666666666666665,100.69,1.0,44,6.82,1
2724,15,3.0,92.78,1.0,1,100.0,1
2725,21,1.5,188.6,3.0,195,1.03,0
2726,21,3.033333333333333,465.74,1.76,539,3.15,0
2727,21,1.6666666666666667,208.01,1.5,13,15.38,0
2728,21,4.083333333333333,324.78,1.08,200,6.0,0
2729,19,5.0,881.04,4.0,1,100.0,0
2730,21,4.314285714285714,135.89,1.03,331,9.97,1
2731,21,5.0,207.86,1.0,288,2.78,0
2732,21,4.153153153153153,100.64,1.14,416,19.47,0
2733,21,4.518518518518518,179.85,1.12,258,8.91,0
2734,19,4.0,921.67,1.0,29,10.34,0
2735,21,3.6744186046511627,534.56,1.34,492,6.3,0
2736,14,4.666666666666667,563.97,1.5,5,40.0,1
2737,21,3.176470588235294,70.71,1.13,40,17.5,0
2738,21,4.555555555555555,582.77,3.0,51,5.88,1
2739,15,4.446927374301676,522.56,1.08,327,39.14,0
2740,21,5.0,58.28,1.0,1,100.0,0
2741,21,3.0,84.24,1.0,1,100.0,1
2742,21,3.5,371.99,1.33,52,11.54,0
2743,3,5.0,195.65,1.0,362,1.66,0
2744,14,3.6666666666666665,336.28,1.5,1,100.0,1
2745,21,3.666666666666667,83.72,1.09,92,30.43,1
2746,14,5.0,327.25,1.0,1,100.0,1
2747,21,4.0,244.02,1.0,1,100.0,1
2748,21,3.806451612903226,218.76,1.24,556,4.5,0
2749,5,5.0,6726.66,1.0,1,100.0,1
2750,21,4.333333333333333,425.49,1.5,15,13.33,0
2751,19,4.390804597701149,576.01,1.06,540,13.89,0
2752,21,3.25,88.65,1.0,43,9.3,1
2753,21,4.5,60.11,1.0,561,0.71,0
2754,21,3.396551724137931,803.77,2.64,351,6.27,0
2755,15,4.368794326241135,169.92,1.1,283,32.51,0
2756,15,4.0476190476190474,84.35,1.11,56,30.36,0
2757,21,4.555555555555555,99.17,1.0,58,15.52,1
2758,21,3.9525222551928785,52.25,1.08,576,38.72,0
2759,21,4.0,90.48,1.33,32,9.38,0
2760,19,3.659090909090909,157.9,1.02,259,13.13,0
2761,7,4.8,217.32,1.0,82,6.1,1
2762,15,4.0,262.1,1.0,1,100.0,1
2763,21,4.192982456140351,96.84,1.24,484,8.68,0
2764,4,4.4,194.53,1.0,107,4.67,0
2765,21,4.1,144.93,1.0,253,11.46,1
2766,21,4.0,313.43,1.0,1,100.0,1
2767,19,3.6666666666666665,906.77,1.2,82,6.1,1
2768,21,3.5,196.64,1.33,13,23.08,0
2769,18,4.64,240.51,1.14,270,7.04,0
2770,18,3.4444444444444446,4400.13,1.64,102,9.8,1
2771,14,3.380952380952381,161.43,1.1,92,19.57,1
2772,21,4.261363636363637,127.22,1.31,400,14.5,0
2773,21,4.7272727272727275,100.13,1.0,145,6.9,1
2774,21,3.6666666666666665,43.13,1.5,40,5.0,0
2775,14,1.0,152.99,1.0,1,100.0,1
2776,21,4.5,279.03,1.0,88,2.27,1
2777,21,4.363636363636363,391.56,1.38,218,7.34,0
2778,21,4.384615384615385,73.5,1.44,90,10.0,0
2779,21,3.6666666666666665,240.32,1.07,140,19.29,1
2780,19,4.0,205.38,1.0,2,100.0,1
2781,21,4.525,186.2,1.11,465,7.31,0
2782,21,3.6666666666666665,104.86,1.0,52,5.77,1
2783,15,2.75,771.71,1.33,102,2.94,0
2784,21,2.7,567.57,1.25,161,4.97,0
2785,21,2.7777777777777777,2826.84,3.0,182,1.65,1
2786,21,4.5,90.26,1.0,97,2.06,1
2787,18,4.421052631578948,135.79,1.12,442,3.85,1
2788,14,4.666666666666667,525.2,1.0,267,5.62,0
2789,21,5.0,34.59,1.0,1,100.0,1
2790,18,4.888888888888889,185.61,1.12,45,17.78,0
2791,21,4.140350877192983,65.95,1.12,372,12.9,0
2792,21,3.6666666666666665,71.85,1.12,114,6.14,0
2793,21,4.25,940.52,1.0,206,1.94,1
2794,21,5.0,623.9,1.0,8,25.0,1
2795,21,4.333333333333333,996.45,1.12,516,1.55,0
2796,21,4.032258064516129,78.32,1.15,297,40.07,0
2797,14,4.5,88.97,1.0,2,100.0,1
2798,19,5.0,219.06,1.0,1,100.0,1
2799,21,4.091836734693878,128.43,1.05,397,19.65,0
2800,7,5.0,169.0,1.0,1,100.0,1
2801,7,5.0,216.6,1.0,1,100.0,1
2802,21,4.7,2574.91,3.33,268,3.36,0
2803,4,3.0,109.91,2.43,106,5.66,1
2804,14,5.0,78.01,1.0,1,100.0,1
2805,18,2.5,128.77,1.0,4,50.0,0
2806,21,4.555555555555555,468.25,1.0,96,9.38,0
2807,21,4.0,37.8,1.0,147,4.08,1
2808,21,5.0,28.29,1.0,1,100.0,1
2809,19,5.0,131.39,1.0,140,1.43,0
2810,3,4.212121212121212,158.72,1.15,525,14.29,0
2811,21,4.266666666666667,121.91,1.0,118,12.71,0
2812,21,3.930232558139535,73.67,1.16,249,24.5,0
2813,21,5.0,163.55,1.0,13,15.38,0
2814,21,3.857142857142857,49.88,1.17,78,7.69,1
2815,21,4.333333333333333,94.84,1.08,332,6.93,1
2816,14,4.333333333333333,113.51,1.2,475,2.11,1
2817,21,2.0,251.48,2.0,1,100.0,1
2818,21,4.9,335.75,1.0,423,2.36,0
2819,21,3.125,146.42,1.6,261,1.92,0
2820,21,3.917874396135266,150.25,1.12,560,26.25,0
2821,14,3.8524590163934422,179.01,1.26,190,48.42,0
2822,21,3.5730337078651684,112.22,1.11,91,54.95,0
2823,21,4.684210526315789,86.33,1.06,291,5.15,0
2824,21,3.80672268907563,46.49,1.11,190,36.32,1
2825,14,3.909090909090909,351.36,1.22,238,7.56,1
2826,21,4.75,126.78,1.0,36,11.11,0
2827,21,4.565217391304348,204.98,1.1,495,4.24,0
2828,18,1.0,1219.0,2.0,1,100.0,1
2829,21,4.3076923076923075,65.17,1.08,68,17.65,0
2830,21,3.5833333333333335,198.72,1.26,143,12.59,1
2831,21,4.289256198347108,529.67,1.07,509,19.65,0
2832,21,4.0476190476190474,34.44,1.11,311,5.79,0
2833,21,3.4545454545454546,202.01,1.1,42,16.67,1
2834,21,4.1875,143.49,1.0,221,6.79,1
2835,19,4.090909090909091,198.83,1.22,141,6.38,1
2836,15,5.0,468.8,1.0,1,100.0,1
2837,21,3.6666666666666665,1624.79,1.0,167,1.8,1
2838,21,4.521739130434782,134.57,1.05,90,21.11,1
2839,21,4.133333333333334,134.68,1.15,341,7.62,0
2840,21,4.142857142857143,107.0,1.4,157,3.18,0
2841,7,4.411764705882353,837.21,1.06,212,14.15,0
2842,21,3.8214285714285716,332.19,1.65,276,5.8,1
2843,19,4.0,121.87,1.0,32,12.5,1
2844,21,3.0,133.23,1.0,125,1.6,1
2845,14,4.533333333333333,208.73,1.03,438,6.39,1
2846,21,4.290909090909091,210.23,1.22,329,11.55,0
2847,21,3.5,152.0,1.0,220,0.91,1
2848,21,4.5,215.04,1.0,49,4.08,0
2849,21,4.592592592592593,243.25,1.12,569,4.22,0
2850,21,3.36,205.57,1.04,226,8.85,0
2851,14,4.2375,136.64,1.36,508,10.83,0
2852,21,4.444444444444445,200.58,1.8,59,8.47,1
2853,7,4.183673469387755,171.1,1.11,506,8.5,0
2854,21,4.220408163265306,405.14,1.12,392,39.54,0
2855,21,3.0,77.75,1.0,1,100.0,1
2856,21,3.863013698630137,64.15,1.09,255,23.14,0
2857,14,4.428571428571429,426.7,1.0,260,2.69,1
2858,21,4.147286821705426,120.46,1.12,509,19.65,0
2859,19,4.1,114.48,1.0,421,2.38,0
2860,15,3.707070707070707,99.85,1.12,521,15.93,0
2861,21,4.306930693069307,86.35,1.13,390,11.54,0
2862,21,3.3333333333333335,180.35,1.0,114,2.63,0
2863,21,5.0,60.57,1.0,313,1.92,1
2864,21,4.258666666666667,115.26,1.14,578,62.98,0
2865,21,5.0,238.51,1.5,122,1.64,1
2866,7,5.0,106.39,1.0,1,100.0,1
2867,14,5.0,89.46,1.0,1,100.0,1
2868,21,3.8260869565217392,124.82,1.15,204,8.82,0
2869,21,4.35,795.11,1.0,558,3.58,0
2870,21,4.6,45.12,1.0,189,2.65,0
2871,21,3.6500000000000004,373.03,1.31,432,3.7,0
2872,19,2.933333333333333,353.93,1.5,279,3.23,0
2873,21,5.0,149.18,1.5,113,1.77,1
2874,21,3.0,455.99,1.25,157,2.55,0
2875,21,4.777777777777778,86.56,1.0,53,16.98,0
2876,15,4.5,416.58,1.0,3,66.67,0
2877,21,5.0,29.2,1.0,1,100.0,1
2878,21,4.571428571428571,63.28,1.0,263,2.66,1
2879,19,4.016949152542373,183.66,1.15,577,8.15,0
2880,21,4.3762541806020065,351.66,1.04,600,56.5,0
2881,21,4.125,279.06,1.14,142,4.93,0
2882,21,4.4240687679083095,86.86,1.16,489,44.79,1
2883,21,3.2,270.13,1.0,154,2.6,1
2884,18,4.0,174.68,1.0,1,100.0,1
2885,21,4.615384615384615,340.28,1.44,99,7.07,0
2886,7,4.166666666666667,211.77,1.2,143,3.5,0
2887,15,4.235294117647059,179.49,1.06,223,13.45,0
2888,21,4.714285714285714,81.48,1.0,84,8.33,0
2889,15,3.25,362.32,1.6,69,13.04,0
2890,18,5.0,31.82,1.0,1,100.0,1
2891,21,4.333333333333333,151.18,1.5,13,15.38,1
2892,14,3.8461538461538463,140.62,1.18,313,6.71,0
2893,21,4.176470588235294,725.62,1.0,357,5.04,0
2894,21,5.0,172.04,2.0,1,100.0,0
2895,21,4.6,35.6,1.0,255,1.96,1
2896,14,5.0,471.05,1.0,1,100.0,1
2897,1,3.8333333333333335,121.39,1.2,85,5.88,0
2898,21,4.0,136.97,1.0,1,100.0,1
2899,21,1.0,922.08,4.0,1,100.0,1
2900,7,4.391666666666667,61.61,1.07,257,33.46,1
2901,21,5.0,42.97,1.0,220,1.82,0
2902,21,3.915492957746479,203.16,1.22,260,19.23,0
2903,21,4.666666666666667,182.76,1.0,120,2.5,1
2904,21,3.259259259259259,1126.33,1.69,164,9.15,0
2905,21,3.1818181818181817,3680.52,2.75,388,1.03,1
2906,21,3.142857142857143,1436.46,2.33,177,1.69,0
2907,21,5.0,164.32,2.0,90,2.22,1
2908,21,4.325,62.37,1.16,187,28.34,0
2909,11,5.0,882.87,1.0,1,100.0,0
2910,21,4.0,505.39,1.6,244,4.1,1
2911,21,4.15625,370.79,1.39,336,11.9,1
2912,14,4.447368421052632,140.61,1.09,313,10.54,0
2913,7,5.0,44.51,1.0,1,100.0,0
2914,7,5.0,71.72,1.0,1,100.0,1
2915,21,4.625,123.86,1.0,29,20.69,0
2916,7,3.8181818181818183,116.06,1.22,162,5.56,1
2917,21,4.3921568627450975,263.42,1.06,532,38.16,0
2918,21,4.428571428571429,424.51,1.0,94,7.45,1
2919,21,4.25,168.2,1.0,112,13.39,1
2920,7,4.0,148.51,1.0,178,1.69,1
2921,15,4.083333333333333,157.8,1.2,246,3.66,0
2922,14,4.666666666666667,83.33,1.0,45,6.67,0
2923,21,4.5,202.66,1.0,105,3.81,0
2924,7,4.0,93.54,1.0,1,100.0,0
2925,21,5.0,530.17,1.0,1,100.0,1
2926,21,4.345864661654136,131.13,1.25,549,17.3,0
2927,15,4.6,421.23,1.11,166,5.42,0
2928,21,3.75,344.24,1.0,112,3.57,1
2929,21,3.2,288.3,2.5,85,2.35,1
2930,21,4.288659793814433,158.11,1.04,553,15.19,0
2931,14,4.571428571428571,75.59,1.0,20,35.0,0
2932,21,4.098039215686274,182.61,1.11,214,20.09,0
2933,21,5.0,285.17,1.0,115,1.74,1
2934,21,4.2727272727272725,60.83,1.0,323,3.1,0
2935,21,5.0,815.98,1.12,84,9.52,1
2936,21,3.7142857142857144,1184.76,1.05,199,9.55,0
2937,7,3.5,45.88,1.0,73,5.48,1
2938,14,3.9444444444444446,177.49,1.06,151,10.6,0
2939,21,4.866666666666666,174.04,1.5,124,8.06,0
2940,21,4.28125,88.24,1.19,179,13.97,0
2941,14,4.285714285714286,200.42,1.17,533,3.19,0
2942,21,4.214285714285714,161.4,1.0,227,5.73,1
2943,21,3.8620689655172415,211.64,1.04,399,13.78,0
2944,21,3.3333333333333335,54.56,1.0,9,66.67,1
